db/migrations/002_curation_and_stitching_prep.sql	100	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 3 times.
db/migrations/002_curation_and_stitching_prep.sql	100	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 5 times.
db/migrations/002_curation_and_stitching_prep.sql	170	plsql:BooleanLiteralComparisonCheck	MINOR	Remove this comparison against the boolean literal.
db/migrations/002_curation_and_stitching_prep.sql	253	plsql:S1138	MAJOR	Refactor this SQL query to eliminate the use of EXISTS.
db/migrations/006_station_curation_v2.sql	103	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 3 times.
db/migrations/006_station_curation_v2.sql	15	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 4 times.
db/migrations/006_station_curation_v2.sql	16	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 4 times.
db/migrations/006_station_curation_v2.sql	17	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 4 times.
db/migrations/006_station_curation_v2.sql	18	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 4 times.
db/migrations/006_station_curation_v2.sql	19	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 4 times.
db/migrations/006_station_curation_v2.sql	190	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 3 times.
db/migrations/006_station_curation_v2.sql	20	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 6 times.
db/migrations/006_station_curation_v2.sql	21	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 5 times.
db/migrations/006_station_curation_v2.sql	325	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 4 times.
db/migrations/006_station_curation_v2.sql	330	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 3 times.
db/migrations/006_station_curation_v2.sql	76	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 7 times.
db/migrations/006_station_curation_v2.sql	802	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 7 times.
db/migrations/011_v2_spatial_partitioning_and_tombstoning.sql	26	plsql:S1192	CRITICAL	Define a constant instead of duplicating this literal 4 times.
db/migrations/012_v2_bounding_box_partitioning.sql	284	plsql:S125	MAJOR	Remove this commented out code.
frontend/src/curation-page-runtime.js	1258	javascript:S7721	MAJOR	Move function 'pairKey' to the outer scope.
frontend/src/curation-page-runtime.js	187	javascript:S7721	MAJOR	Move function 'compareCandidateRank' to the outer scope.
frontend/src/curation-page-runtime.js	1920	javascript:S7721	MAJOR	Move async function 'fetchCuratedProjection' to the outer scope.
frontend/src/curation-page-runtime.js	2080	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.
frontend/src/curation-page-runtime.js	315	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
frontend/src/curation-page-runtime.js	38	javascript:S7721	MAJOR	Move function 'createEmptyDraftState' to the outer scope.
frontend/src/curation-page-runtime.js	410	javascript:S7721	MAJOR	Move function 'resolveDefaultMapStyle' to the outer scope.
frontend/src/curation-page-runtime.js	420	javascript:S7721	MAJOR	Move function 'resolveSatelliteMapStyle' to the outer scope.
frontend/src/curation-page-runtime.js	48	javascript:S7721	MAJOR	Move function 'createDraftId' to the outer scope.
frontend/src/curation-page-runtime.js	52	javascript:S7721	MAJOR	Move function 'escapeHtml' to the outer scope.
frontend/src/curation-page-runtime.js	526	javascript:S7721	MAJOR	Move function 'getCandidateStationId' to the outer scope.
frontend/src/curation-page-runtime.js	547	javascript:S7721	MAJOR	Move function 'getGroupedCandidatesByLocation' to the outer scope.
frontend/src/curation-page-runtime.js	61	javascript:S7721	MAJOR	Move function 'showNotice' to the outer scope.
frontend/src/curation-page-runtime.js	79	javascript:S7721	MAJOR	Move function 'normalizeText' to the outer scope.
frontend/src/curation-page-runtime.js	85	javascript:S7721	MAJOR	Move function 'toCandidateRef' to the outer scope.
frontend/src/curation-page-runtime.js	89	javascript:S7721	MAJOR	Move function 'toMergeRef' to the outer scope.
frontend/src/curation-page-runtime.js	93	javascript:S7721	MAJOR	Move function 'toGroupRef' to the outer scope.
frontend/src/curation-page-runtime.js	97	javascript:S7721	MAJOR	Move function 'parseRef' to the outer scope.
k8s/motis-testing/bin/test-motis-routes.py	173	python:S1481	MINOR	Replace the unused local variable "probe_body" with "_".
scripts/data/check-ojp-feeders-mock.sh	60	shelldre:S7682	MAJOR	Add an explicit return statement at the end of the function.
scripts/data/fetch-dach-sources.impl.sh	133	shelldre:S7682	MAJOR	Add an explicit return statement at the end of the function.
scripts/data/ingest-netex.impl.sh	63	shelldre:S7682	MAJOR	Add an explicit return statement at the end of the function.
scripts/data/lib-db.sh	71	shelldre:S7682	MAJOR	Add an explicit return statement at the end of the function.
scripts/data/netex_extract_stops.py	151	python:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 64 to the 15 allowed.
scripts/data/netex_extract_stops.py	63	python:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.
scripts/data/run-station-review-pipeline.sh	90	shelldre:S7682	MAJOR	Add an explicit return statement at the end of the function.
scripts/data/test-ojp-feeders.sh	97	shelldre:S7682	MAJOR	Add an explicit return statement at the end of the function.
scripts/qa/export-canonical-gtfs.py	215	python:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 43 to the 15 allowed.
scripts/qa/export-canonical-gtfs.py	265	python:S1192	CRITICAL	Define a constant instead of duplicating this literal "ON_ERROR_STOP=1" 3 times.
scripts/qa/export-canonical-gtfs.py	580	python:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.
scripts/qa/export-canonical-gtfs.py	621	python:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.
scripts/qa/export-canonical-gtfs.py	696	python:S7519	MINOR	Replace with dict fromkeys method call
scripts/qa/export-canonical-gtfs.py	781	python:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.
scripts/qa/export-canonical-gtfs.py	961	python:S1192	CRITICAL	Define a constant instead of duplicating this literal "transfers.txt" 3 times.
scripts/qa/prepare-motis-k8s-artifacts.py	207	python:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.
scripts/qa/prepare-motis-k8s-artifacts.py	21	python:S1192	CRITICAL	Define a constant instead of duplicating this literal "agency.txt" 5 times.
scripts/qa/prepare-motis-k8s-artifacts.py	22	python:S1192	CRITICAL	Define a constant instead of duplicating this literal "stops.txt" 9 times.
scripts/qa/prepare-motis-k8s-artifacts.py	23	python:S1192	CRITICAL	Define a constant instead of duplicating this literal "routes.txt" 7 times.
scripts/qa/prepare-motis-k8s-artifacts.py	24	python:S1192	CRITICAL	Define a constant instead of duplicating this literal "trips.txt" 9 times.
scripts/qa/prepare-motis-k8s-artifacts.py	25	python:S1192	CRITICAL	Define a constant instead of duplicating this literal "stop_times.txt" 9 times.
scripts/qa/prepare-motis-k8s-artifacts.py	26	python:S1192	CRITICAL	Define a constant instead of duplicating this literal "calendar.txt" 7 times.
scripts/qa/prepare-motis-k8s-artifacts.py	27	python:S1192	CRITICAL	Define a constant instead of duplicating this literal "calendar_dates.txt" 7 times.
scripts/qa/prepare-motis-k8s-artifacts.py	28	python:S1192	CRITICAL	Define a constant instead of duplicating this literal "transfers.txt" 5 times.
scripts/qa/prepare-motis-k8s-artifacts.py	287	python:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.
scripts/qa/prepare-motis-k8s-artifacts.py	315	python:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.
scripts/qa/prepare-motis-k8s-artifacts.py	404	python:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 34 to the 15 allowed.
scripts/qa/prepare-motis-k8s-artifacts.py	517	python:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.
scripts/qa/prepare-motis-k8s-artifacts.py	699	python:S1854	MAJOR	Remove this assignment to local variable 'bbox_stop_ids'; the value is never used.
services/ai-scoring/main.py	33	python:S8415	MAJOR	Document this HTTPException with status code 400 in the "responses" parameter.
services/control-plane/src/client.ts	33	typescript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/control-plane/src/worker.ts	30	typescript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/cli/build-canonical-stations.js	19	javascript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/cli/build-review-queue.js	19	javascript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/cli/fetch-dach-sources.js	19	javascript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/cli/ingest-netex.js	19	javascript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/cli/profile-runtime.js	155	javascript:S7785	MAJOR	Prefer top-level await over an async function `main` call.
services/orchestrator/src/cli/refresh-station-review.js	437	javascript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/cli/refresh-station-review.js	94	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 52 to the 15 allowed.
services/orchestrator/src/cli/report-pipeline-kpis.js	104	javascript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/cli/report-review-queue.js	19	javascript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/cli/reset-station-review-data.js	136	javascript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/cli/run-route-regression.js	221	javascript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/cli/seed-base-spatial-data.js	1141	javascript:S7766	MINOR	Prefer `Math.min()` to simplify ternary expressions.
services/orchestrator/src/cli/seed-base-spatial-data.js	1307	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.
services/orchestrator/src/cli/seed-base-spatial-data.js	212	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
services/orchestrator/src/cli/seed-base-spatial-data.js	285	javascript:S6353	MINOR	Use concise character class syntax '\\D' instead of '[^0-9]'.
services/orchestrator/src/cli/seed-base-spatial-data.js	617	javascript:S7735	MINOR	Unexpected negated condition.
services/orchestrator/src/cli/seed-base-spatial-data.js	712	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 60 to the 15 allowed.
services/orchestrator/src/cli/seed-base-spatial-data.js	933	javascript:S7735	MINOR	Unexpected negated condition.
services/orchestrator/src/cli/seed-base-spatial-data.js	940	javascript:S7735	MINOR	Unexpected negated condition.
services/orchestrator/src/cli/validate-configs.js	109	javascript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/cli/verify-dach-sources.js	19	javascript:S7785	MAJOR	Prefer top-level await over an async function `run` call.
services/orchestrator/src/core/job-orchestrator.js	112	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 47 to the 15 allowed.
services/orchestrator/src/core/metrics.js	3	javascript:S7781	MINOR	This pattern can be replaced with '\\\\'.
services/orchestrator/src/core/metrics.js	4	javascript:S7780	MINOR	`String.raw` should be used to avoid escaping `\\`.
services/orchestrator/src/core/metrics.js	4	javascript:S7781	MINOR	This pattern can be replaced with '\\n'.
services/orchestrator/src/core/metrics.js	5	javascript:S7780	MINOR	`String.raw` should be used to avoid escaping `\\`.
services/orchestrator/src/core/schema.js	27	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 66 to the 15 allowed.
services/orchestrator/src/data/postgis/client.js	25	javascript:S7744	MINOR	The empty object is useless.
services/orchestrator/src/data/postgis/client.js	70	javascript:S7781	MINOR	Prefer `String#replaceAll()` over `String#replace()`.
services/orchestrator/src/domains/canonical/service.js	147	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 32 to the 15 allowed.
services/orchestrator/src/domains/canonical/service.js	262	javascript:S7735	MINOR	Unexpected negated condition.
services/orchestrator/src/domains/canonical/service.js	66	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 25 to the 15 allowed.
services/orchestrator/src/domains/export/compile-contracts.js	31	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
services/orchestrator/src/domains/ingest/service.js	25	javascript:S7735	MINOR	Unexpected negated condition.
services/orchestrator/src/domains/qa/api.js	1023	javascript:S7744	MINOR	The empty object is useless.
services/orchestrator/src/domains/qa/api.js	1811	javascript:S7744	MINOR	The empty object is useless.
services/orchestrator/src/domains/qa/api.js	1824	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.
services/orchestrator/src/domains/qa/api.js	1910	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.
services/orchestrator/src/domains/qa/api.js	1921	javascript:S3358	MAJOR	Extract this nested ternary operation into an independent statement.
services/orchestrator/src/domains/qa/api.js	279	javascript:S3358	MAJOR	Extract this nested ternary operation into an independent statement.
services/orchestrator/src/domains/qa/api.js	316	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
services/orchestrator/src/domains/qa/api.js	530	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 39 to the 15 allowed.
services/orchestrator/src/domains/qa/api.js	604	javascript:S3358	MAJOR	Extract this nested ternary operation into an independent statement.
services/orchestrator/src/domains/qa/api.js	91	javascript:S4144	MAJOR	Update this function so that its implementation is not identical to the one on line 83.
services/orchestrator/src/domains/qa/api.js	911	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.
services/orchestrator/src/domains/qa/api.js	950	javascript:S4030	MAJOR	Either use this collection's contents or remove the collection.
services/orchestrator/src/domains/qa/api.js	99	javascript:S4144	MAJOR	Update this function so that its implementation is not identical to the one on line 83.
services/orchestrator/src/domains/qa/curated-projection.js	115	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.
services/orchestrator/src/domains/qa/service.js	146	javascript:S7735	MINOR	Unexpected negated condition.
services/orchestrator/src/domains/qa/service.js	41	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 30 to the 15 allowed.
services/orchestrator/src/domains/qa/v2-contracts.js	198	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.
services/orchestrator/src/domains/qa/v2-contracts.js	225	javascript:S3358	MAJOR	Extract this nested ternary operation into an independent statement.
services/orchestrator/src/domains/switch-runtime/contracts.js	69	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
services/orchestrator/src/motis.js	307	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 43 to the 15 allowed.
services/orchestrator/src/profile-resolver.js	132	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.
services/orchestrator/src/profile-resolver.js	9	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.
services/orchestrator/src/server.js	166	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.
services/orchestrator/src/server.js	445	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 81 to the 15 allowed.
services/orchestrator/src/server.js	983	javascript:S7785	MAJOR	Prefer top-level await over an async function `startServer` call.
services/orchestrator/test/helpers/test-utils.js	111	javascript:S7780	MINOR	`String.raw` should be used to avoid escaping `\\`.
services/orchestrator/test/unit/metrics.test.js	10	javascript:S7780	MINOR	`String.raw` should be used to avoid escaping `\\`.
services/orchestrator/test/unit/metrics.test.js	15	javascript:S7780	MINOR	`String.raw` should be used to avoid escaping `\\`.
services/orchestrator/test/unit/metrics.test.js	47	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	47	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	52	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	52	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	56	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	56	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	60	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	60	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	64	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	64	javascript:S6397	MAJOR	Replace this character class by the character itself.
